Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2010,27.13,39.38,50795,Petrol,Dealer,Manual,0
2010,14.48,22.15,196879,CNG,Individual,Manual,1
2008,12.39,13.35,122999,Diesel,Individual,Manual,1
2016,8.53,17.0,65394,Petrol,Dealer,Automatic,1
2005,2.34,4.81,93890,Petrol,Dealer,Manual,0
2012,20.1,25.37,173057,Petrol,Trustmark Dealer,Manual,1
2005,3.64,8.26,109541,Diesel,Dealer,Manual,0
2014,27.14,40.77,103241,Diesel,Individual,Automatic,2
2019,14.4,21.61,71343,Petrol,Individual,Automatic,1
2007,21.96,38.49,147022,Petrol,Dealer,Manual,0
2022,43.55,47.77,72872,CNG,Individual,Manual,0
2011,23.67,42.62,138596,Diesel,Trustmark Dealer,Automatic,1
2023,26.6,47.62,193246,,Individual,Manual,1
2022,15.25,28.83,39490,Petrol,Individual,Manual,0
2009,4.37,9.1,51220,Petrol,Individual,Manual,0
2006,28.11,46.83,173970,Petrol,Dealer,Manual,0
2015,33.74,43.56,168938,Petrol,Dealer,Manual,0
2015,35.04,43.36,16265,Petrol,Dealer,Automatic,0
2012,29.63,,94759,CNG,Trustmark Dealer,Manual,2
2020,16.08,31.62,30830,Diesel,Dealer,Manual,1
2019,0.72,1.72,80138,Petrol,Dealer,Manual,3
2022,35.24,37.65,142589,Diesel,Individual,Manual,2
2022,2.24,5.49,140167,Diesel,Individual,Automatic,1
2015,12.75,13.73,48385,Petrol,Dealer,Manual,0
2019,,28.02,51295,Diesel,Dealer,Manual,2
2006,20.85,23.13,23277,Petrol,Individual,Manual,0
2003,1.08,1.77,90261,Diesel,Individual,Automatic,0
2003,21.04,41.38,97714,Petrol,Individual,Automatic,0
2017,32.32,,185286,Petrol,Dealer,Manual,0
2015,27.79,34.41,172637,Petrol,Individual,Automatic,0
2019,12.98,27.51,198558,Petrol,Individual,Manual,0
2010,40.32,48.08,102048,Petrol,Dealer,Manual,0
2020,3.54,6.88,180954,CNG,Dealer,Manual,0
2015,24.91,37.16,54822,Diesel,Individual,Automatic,1
2016,6.35,7.29,2920,Petrol,Individual,Automatic,0
2010,,19.71,141948,Petrol,Dealer,Manual,0
2010,15.83,29.69,154068,Diesel,Dealer,Automatic,0
2017,16.13,37.12,138491,Petrol,Individual,Manual,0
2015,0.57,1.18,10160,Petrol,Individual,Manual,1
2009,6.62,13.77,32706,,Trustmark Dealer,Manual,1
2007,14.01,27.37,171012,CNG,Individual,Automatic,0
2019,15.11,,39698,,Dealer,Manual,0
2018,27.35,32.24,176347,Petrol,Individual,Automatic,0
2004,14.36,15.89,179496,Petrol,Dealer,Automatic,0
2020,17.14,,169578,Diesel,Dealer,Manual,0
2019,4.85,10.3,23879,CNG,Dealer,Manual,0
2009,5.31,10.16,152845,CNG,Dealer,Manual,0
2015,23.54,29.25,79570,Petrol,Individual,Automatic,3
2020,26.72,34.59,4884,Diesel,Individual,Manual,2
2016,6.43,6.9,100036,Petrol,Dealer,Manual,1
2020,2.86,7.02,32803,Petrol,Individual,Manual,1
2015,23.33,28.7,152135,Petrol,Individual,Manual,0
2013,9.65,14.23,21236,CNG,Individual,Manual,0
2023,18.14,20.23,163334,Petrol,Individual,Automatic,0
2023,14.8,20.64,183651,Petrol,Dealer,Manual,1
2018,6.3,9.75,103003,CNG,Individual,Manual,2
2019,0.81,1.06,71717,Petrol,Dealer,Manual,0
2010,36.74,42.8,192408,Petrol,Dealer,Automatic,0
2021,20.02,36.04,123001,Diesel,Dealer,Manual,1
2022,16.0,34.84,19484,Diesel,Dealer,Automatic,0
2017,17.73,27.78,195098,Petrol,Individual,Manual,1
2011,,35.35,109388,CNG,Individual,Manual,0
2022,29.81,46.85,14280,Petrol,Individual,Automatic,0
2012,31.77,33.62,3754,CNG,Trustmark Dealer,Automatic,1
2014,10.01,13.99,51258,Diesel,Dealer,Automatic,0
2023,22.63,28.96,44386,Petrol,Dealer,Manual,0
2022,17.52,22.67,32365,Diesel,Individual,Manual,2
2003,24.06,28.26,82353,Petrol,,Manual,0
2022,24.23,26.36,161676,Petrol,Trustmark Dealer,Manual,0
2011,32.84,43.08,2803,CNG,Dealer,Manual,0
2017,21.8,,125907,Petrol,Individual,Manual,0
2003,,,140344,Petrol,Individual,Manual,0
2014,2.45,,122345,Petrol,Dealer,Manual,0
2005,12.72,21.79,106210,Petrol,Individual,Manual,0
2013,1.02,1.76,28117,Diesel,Dealer,Automatic,0
2004,12.98,16.6,176771,CNG,Individual,Manual,1
2018,13.76,19.03,8204,Petrol,Individual,Manual,0
2011,9.92,19.4,63519,Petrol,Individual,Automatic,1
2017,45.72,48.99,163936,Petrol,Individual,Manual,0
2014,10.09,15.89,51386,Petrol,Individual,Manual,0
2003,9.96,14.0,17486,Petrol,Dealer,Automatic,0
2015,5.77,7.34,146846,Petrol,Dealer,Manual,1
2016,,26.04,104216,Petrol,Dealer,Automatic,0
2010,4.87,8.53,198354,Diesel,Individual,Automatic,0
2010,26.17,31.2,146445,CNG,Individual,Manual,0
2014,3.96,8.6,169748,Diesel,Individual,Manual,1
2003,20.86,29.26,4691,Diesel,Trustmark Dealer,Manual,2
2013,,41.49,45445,Petrol,Individual,Manual,0
2010,2.28,3.08,157895,Diesel,Individual,Manual,0
2012,112.10000000000001,21.57,102368,,Individual,Manual,0
2021,19.45,23.59,55564,CNG,,Automatic,3
2013,,39.76,199327,,Dealer,Manual,1
2009,21.29,23.93,183426,Diesel,Dealer,Manual,0
2013,25.18,28.81,88071,Diesel,Dealer,Automatic,0
2019,23.83,39.77,138098,Petrol,Individual,Automatic,0
2003,17.4,28.43,175568,CNG,Trustmark Dealer,Manual,1
2023,14.58,18.56,15073,Petrol,Dealer,Automatic,0
2023,2.34,5.21,153908,Petrol,Trustmark Dealer,Manual,1
2010,16.34,36.77,197258,Petrol,Individual,Manual,0
2008,20.75,43.69,139256,Petrol,Individual,Manual,0
2020,34.43,48.53,192901,CNG,Individual,Manual,0
2008,22.36,46.4,2789,Petrol,Individual,Manual,2
2007,22.15,40.07,31353,,Individual,Manual,0
2015,24.59,32.53,27340,Diesel,Dealer,Manual,1
2021,16.05,39.29,48343,,Dealer,Manual,0
2010,11.07,22.17,160005,Diesel,Individual,Manual,0
2011,27.47,30.14,145758,Diesel,Dealer,Automatic,2
2019,13.84,18.09,161330,Petrol,Individual,Manual,1
2005,9.66,17.01,126877,CNG,Individual,Manual,1
2021,16.18,38.08,34027,Petrol,Individual,Automatic,0
2013,16.79,23.24,150374,,Individual,Automatic,0
2019,5.96,11.4,122192,CNG,Trustmark Dealer,Manual,0
2023,10.11,10.89,187827,Diesel,Dealer,Manual,0
2021,,43.1,179074,Petrol,Individual,Automatic,1
2004,32.01,34.21,91095,Petrol,Individual,Manual,0
2010,24.06,27.76,131563,Diesel,Dealer,Manual,0
2021,13.75,20.65,114570,CNG,,Manual,0
2009,16.99,22.11,27362,Petrol,Individual,Manual,3
2019,3.23,3.81,8252,Petrol,Individual,Automatic,0
2008,16.72,23.29,122918,Petrol,Dealer,Automatic,0
2021,17.34,,197707,Diesel,Individual,Manual,1
2008,13.18,20.01,16090,Petrol,Individual,Automatic,0
2004,9.34,19.8,36110,Diesel,Individual,Manual,0
2008,1.4,1.77,74627,,Individual,Manual,0
2007,18.14,23.43,53385,Petrol,Individual,Manual,1
2021,2.12,2.24,6024,Petrol,Individual,Manual,1
2022,21.59,28.95,12441,Diesel,Individual,Manual,0
2006,21.7,25.83,174383,Petrol,Individual,Automatic,0
2019,23.09,42.16,159459,Petrol,Individual,Manual,0
2013,17.32,29.51,68825,Petrol,Individual,Automatic,0
2006,15.24,16.85,117053,Petrol,Individual,Manual,0
2015,21.44,26.3,77890,Petrol,Individual,Manual,0
2022,26.83,35.29,143363,Diesel,Dealer,Automatic,1
2019,3.02,5.6,128434,Diesel,Individual,Manual,0
2011,24.65,31.43,163458,CNG,Individual,Manual,0
2006,40.76,45.91,117096,Petrol,,Manual,1
2016,8.25,15.66,10702,Petrol,Individual,Manual,1
2021,24.99,31.7,99523,Petrol,Dealer,Manual,0
2005,25.43,41.25,105711,Petrol,Individual,Manual,3
2016,12.14,26.08,175200,Petrol,Dealer,Manual,0
2010,29.66,36.18,112895,Petrol,Dealer,Manual,0
2003,7.99,16.24,28762,Petrol,Dealer,Automatic,0
2012,8.63,16.0,135311,Petrol,Dealer,Automatic,1
2020,28.0,33.71,193946,Petrol,Dealer,Manual,1
2018,28.75,35.57,196043,Petrol,Individual,Automatic,1
2010,25.32,46.91,13567,Petrol,Individual,Automatic,0
2003,11.03,12.02,86737,Diesel,Dealer,Manual,1
2014,12.41,23.94,7857,Petrol,Individual,Manual,0
2010,12.57,13.28,66603,Petrol,Individual,Manual,2
2018,3.96,4.92,76399,Petrol,Dealer,Automatic,0
2020,12.79,20.76,59086,Petrol,Dealer,Manual,0
2006,9.12,19.33,90145,Diesel,Dealer,Manual,3
2008,,14.25,33270,Petrol,Individual,Manual,0
2014,,15.55,121071,Diesel,Individual,Automatic,0
2011,13.85,18.66,3012,Petrol,,Manual,0
2017,29.49,49.45,60049,Diesel,,Manual,1
2018,22.13,39.36,85989,CNG,Individual,Automatic,0
2014,3.67,4.5,90586,Diesel,Dealer,Automatic,0
2016,23.05,43.75,197898,Petrol,Individual,Automatic,0
2015,,32.03,40080,Diesel,Dealer,Automatic,0
2004,22.63,44.64,57879,Petrol,Individual,Automatic,2
2005,14.07,,185134,Petrol,,Automatic,3
2012,,23.76,66888,Diesel,Individual,Automatic,3
2011,37.69,44.92,116951,CNG,Individual,Automatic,0
2022,6.28,,150282,Petrol,Individual,Manual,1
2010,23.64,45.86,38146,Diesel,Dealer,Manual,0
2012,20.17,41.6,117293,Petrol,Dealer,Manual,0
2021,,49.05,94948,Petrol,Individual,Manual,1
2005,7.71,16.89,37166,Diesel,Individual,Automatic,1
2007,8.9,12.55,120239,Petrol,Individual,Manual,0
2005,12.5,17.21,135078,Petrol,Individual,Automatic,2
2018,41.28,47.78,133076,Petrol,Individual,Automatic,1
2019,10.91,17.32,179652,Diesel,Individual,Manual,1
2017,19.88,28.7,138039,Petrol,Dealer,Manual,2
2005,19.64,20.78,166918,Petrol,Individual,Manual,0
2014,14.13,20.41,19879,Petrol,Individual,Manual,1
2011,7.5,10.48,3261,CNG,Trustmark Dealer,Manual,0
2023,25.89,27.32,160412,Diesel,Individual,Manual,0
2014,40.35,42.62,199345,Diesel,Individual,Automatic,0
2017,2.17,3.42,33323,Diesel,Individual,Manual,1
2004,33.39,44.57,36864,Petrol,Individual,Manual,2
2020,22.33,33.61,8927,Petrol,Individual,Manual,3
2022,24.86,31.22,196956,Petrol,Individual,Manual,0
2014,29.01,31.67,167284,Petrol,Individual,Manual,0
2006,8.85,15.52,83256,Petrol,Dealer,Manual,1
2018,18.15,21.34,1718060,Diesel,Individual,Manual,2
2018,30.54,40.17,173999,Petrol,Dealer,Automatic,1
2003,8.87,16.01,122686,Petrol,Individual,Automatic,0
2004,20.15,24.03,55150,Petrol,Individual,Manual,1
2005,1.24,1.96,108167,Petrol,Dealer,Automatic,0
2023,17.22,36.94,190719,Petrol,Individual,Manual,1
2022,,21.47,14056,Diesel,Dealer,Automatic,0
2019,16.96,26.74,142934,Petrol,Dealer,Manual,0
2022,4.62,6.62,11798,Petrol,Dealer,Manual,1
2023,41.87,49.59,107491,Diesel,Individual,Manual,0
2003,14.69,15.82,191130,Petrol,Dealer,Automatic,0
2022,28.26,32.11,52747,Diesel,Dealer,Manual,0
2008,20.31,29.48,36738,Petrol,Dealer,Automatic,0
2017,27.63,39.47,192017,Diesel,Dealer,Manual,0
2016,8.54,15.4,18227,Petrol,Dealer,Manual,0
2022,24.9,38.04,166465,Diesel,Individual,Manual,0
2017,18.18,19.74,84800,Petrol,Individual,Automatic,0
2016,169.20000000000002,21.15,127531,Petrol,Trustmark Dealer,Manual,0
2023,13.81,33.96,60461,Diesel,Dealer,Manual,0
2007,18.3,39.43,58848,Petrol,Individual,Automatic,0
2008,30.58,33.68,25685,,Dealer,Manual,0
2019,39.08,45.09,92517,Petrol,Dealer,Manual,1
2013,9.99,14.97,120180,Petrol,Dealer,Manual,1
2018,33.37,45.13,4480,Diesel,Dealer,Manual,1
2014,4.14,7.41,16860,Diesel,Individual,Manual,0
2017,27.86,33.32,69578,,Individual,Automatic,0
2006,20.37,27.83,58230,Petrol,Individual,Automatic,0
2020,19.74,25.24,58026,CNG,Trustmark Dealer,Automatic,1
2023,9.84,16.23,7564,Petrol,Individual,Manual,0
2005,16.35,25.68,21012,Diesel,Individual,Manual,1
2010,4.59,8.93,55169,Petrol,Individual,Automatic,1
2005,17.6,19.1,27341,Diesel,Individual,Automatic,2
2010,5.38,5.84,188830,Petrol,Individual,Manual,2
2020,24.66,29.02,47841,Petrol,Dealer,Manual,1
2012,5.2,5.69,1871680,Petrol,Individual,Automatic,0
2022,6.79,8.86,44335,Diesel,Individual,Manual,3
2019,2.75,5.19,56155,Petrol,Individual,Automatic,1
2010,16.1,19.68,99314,Diesel,Individual,Manual,1
2013,24.46,42.26,30527,,Individual,Manual,0
2007,29.18,45.44,96466,Petrol,Trustmark Dealer,Manual,0
2015,2.49,4.52,180847,Diesel,Individual,Automatic,1
2023,20.31,32.09,51653,Petrol,,Manual,0
2007,26.71,34.53,156776,Petrol,Dealer,Automatic,0
2015,12.51,27.15,102907,Petrol,,Manual,0
2008,15.42,33.68,34057,CNG,Individual,Manual,0
2007,9.66,12.45,104992,Petrol,Dealer,Manual,0
2011,20.71,24.99,8393,Petrol,Individual,Manual,0
2018,14.17,20.15,76404,Petrol,Individual,Manual,0
2004,2.7,5.4,172445,Petrol,Individual,Manual,0
2003,20.16,31.65,92956,Petrol,Dealer,Manual,0
2010,20.65,25.27,85613,Diesel,Dealer,Automatic,3
2021,11.25,14.48,60171,Petrol,Dealer,Automatic,0
2013,11.15,24.21,606720,Diesel,Individual,Manual,0
2014,36.38,38.99,190786,Petrol,Dealer,Manual,0
2014,21.06,40.28,145057,CNG,Individual,Automatic,0
2009,17.11,32.83,13014,,Dealer,Manual,0
2015,15.62,23.92,140446,Petrol,Individual,Manual,3
2010,16.94,,154371,Petrol,Trustmark Dealer,Manual,0
2011,,19.87,92513,Diesel,Individual,Automatic,0
2009,3.18,7.2,159403,Petrol,Dealer,Manual,1
2023,11.31,19.9,137656,Petrol,Individual,Manual,1
2017,16.48,,145037,CNG,Dealer,Manual,1
2004,20.37,30.34,85769,Petrol,Dealer,Automatic,0
2022,,46.85,152891,Petrol,Dealer,Automatic,0
2014,17.41,39.09,127092,Diesel,,Manual,3
2003,4.58,8.45,29782,Petrol,Individual,Automatic,1
2010,6.72,9.53,111463,Petrol,Individual,Manual,0
2007,4.87,5.92,86847,Petrol,Individual,Manual,0
2017,28.9,37.17,89434,Petrol,Dealer,Manual,0
2003,25.34,35.6,61773,CNG,Individual,Manual,0
2003,30.51,49.33,155896,CNG,Dealer,Automatic,0
2012,23.36,26.58,15110,,Dealer,Manual,0
2012,27.09,41.49,179779,Diesel,Dealer,Manual,0
2023,16.51,,89512,Petrol,Individual,Manual,0
2017,,43.83,6825,Diesel,Individual,Automatic,0
2019,28.36,36.33,135560,Petrol,Dealer,Manual,0
2008,20.12,32.5,68431,Petrol,Trustmark Dealer,Automatic,3
2005,11.92,,69444,Petrol,Dealer,Manual,1
2015,16.46,36.43,67947,Petrol,Individual,Manual,0
2018,18.65,21.56,137529,Petrol,Dealer,Automatic,0
2010,2.47,5.73,39216,Petrol,Individual,Automatic,0
2017,2.15,2.96,94230,CNG,Individual,Manual,1
2019,12.26,24.47,9847,CNG,Individual,Manual,0
2019,15.97,30.37,173381,Diesel,Dealer,Automatic,3
2015,,4.86,15658,Petrol,Individual,Manual,1
2019,6.34,15.06,127878,Petrol,Individual,Manual,3
2008,8.35,16.78,149599,Petrol,Individual,Manual,0
2019,21.66,28.58,613520,Petrol,Dealer,Manual,1
2018,9.88,14.65,148853,Petrol,,Manual,0
2016,4.77,5.69,1645,Petrol,Dealer,Manual,0
2015,3.94,9.08,98476,Petrol,Dealer,Manual,1
2008,8.46,,79236,Diesel,Dealer,Automatic,0
2005,40.09,42.29,156062,Diesel,Dealer,Manual,0
2016,6.1,14.93,19618,Petrol,Individual,Automatic,0
2016,33.58,36.02,62859,Diesel,Individual,Automatic,0
2017,15.27,,59827,Petrol,Individual,Automatic,1
2010,38.16,,98389,Petrol,Individual,Manual,1
2017,,14.37,126114,Petrol,Individual,Manual,1
2015,6.02,8.76,97726,,Individual,Manual,3
2019,2.42,3.55,129077,Petrol,Trustmark Dealer,Manual,0
2023,7.67,12.81,134034,Petrol,Individual,Automatic,0
2005,27.43,34.52,129373,Petrol,Individual,Manual,0
2008,,5.18,171313,Petrol,Individual,Automatic,0
2007,8.83,12.99,127076,Petrol,Dealer,Manual,1
2019,,42.91,172323,Diesel,Individual,Manual,0
2004,27.11,29.56,63397,Petrol,Dealer,Manual,0
2017,4.08,4.41,70951,Diesel,Individual,Manual,2
2007,2.95,3.34,56770,Petrol,Individual,Manual,1
2022,2.16,4.0,32545,Petrol,Individual,Manual,0
2008,27.94,47.15,9705,Diesel,Individual,Automatic,0
2008,,42.64,11704,Petrol,Individual,Automatic,2
2020,39.96,42.4,164191,Petrol,Individual,Manual,0
2020,22.4,46.29,29671,Petrol,Trustmark Dealer,Manual,3
2006,15.5,25.76,22203,Diesel,Individual,Manual,0
2019,6.68,13.12,82927,Diesel,Individual,Manual,0
2016,10.81,20.67,121503,Petrol,,Manual,0
2016,19.41,36.22,93115,Petrol,Individual,Manual,0
2015,33.03,43.93,13451,Diesel,Dealer,Manual,1
2009,9.86,22.32,156588,Petrol,Dealer,Manual,1
2014,19.47,27.23,112372,Petrol,Individual,Automatic,3
2017,39.69,46.66,121102,Diesel,Individual,Manual,1
2021,5.15,6.27,97613,Diesel,Individual,Manual,0
2013,20.9,43.25,76856,Petrol,Individual,Automatic,0
2017,7.96,8.81,59642,Diesel,Dealer,Automatic,0
2014,20.35,24.71,178048,,Individual,Automatic,2
2005,4.71,11.7,151402,,Dealer,Manual,0
2019,24.6,30.54,88656,Petrol,Trustmark Dealer,Automatic,0
2005,22.85,28.37,35612,Petrol,Individual,Automatic,0
2021,13.21,19.62,119299,Petrol,Individual,Automatic,0
2022,18.42,43.3,163862,Petrol,Individual,Manual,0
2006,23.96,33.33,130848,Petrol,Dealer,Manual,1
2005,29.84,36.34,88606,Diesel,Individual,Automatic,0
2018,4.6,8.38,151521,Petrol,Dealer,Manual,0
2014,33.96,44.28,164328,Diesel,Individual,Manual,0
2010,5.46,9.18,99983,Petrol,Dealer,Manual,1
2019,8.53,11.92,8190,Diesel,Individual,Manual,0
2009,4.45,7.27,177565,Petrol,Dealer,Manual,0
2013,12.8,22.58,143633,Petrol,Individual,Manual,0
2020,,44.5,152503,Petrol,Trustmark Dealer,Automatic,0
2003,10.89,13.37,30617,Petrol,Individual,Manual,0
2005,11.39,19.31,145643,Petrol,Dealer,Manual,2
2006,27.13,42.46,110319,Petrol,Individual,Automatic,0
2015,24.4,31.27,97931,CNG,Individual,Manual,1
2008,32.01,37.83,20180,Diesel,Dealer,Manual,2
2016,8.92,,115291,Diesel,Dealer,Manual,0
2007,25.19,36.11,81739,Petrol,Dealer,Manual,0
2018,11.24,12.15,175863,Diesel,Individual,Automatic,2
2017,40.78,49.38,54368,Petrol,Individual,Automatic,0
2017,,28.43,76914,Petrol,Individual,Manual,0
2006,24.81,35.09,49847,Petrol,Individual,Manual,0
2010,4.25,6.8,76755,Petrol,Individual,Manual,0
2018,11.12,13.28,96491,Petrol,Individual,Manual,1
2018,3.33,7.85,166296,Petrol,Individual,Manual,0
2006,12.59,20.12,99347,Petrol,Dealer,Automatic,0
2015,8.58,14.92,41094,,Dealer,Manual,0
2015,17.63,36.91,128791,,Dealer,Manual,1
2004,3.85,6.33,194890,Petrol,Individual,Manual,0
2005,29.15,37.85,127489,Petrol,Individual,Manual,2
2010,1.94,3.24,142158,Diesel,Dealer,Manual,0
2017,7.84,10.9,94893,Petrol,Dealer,Manual,1
2013,28.9,39.81,41544,,Individual,Automatic,0
2011,27.04,37.4,93398,,Individual,Manual,0
2009,16.82,24.34,151027,Petrol,Dealer,Manual,1
2015,1.6,3.45,48660,Petrol,Dealer,Manual,0
2004,16.06,30.88,74736,CNG,Dealer,Automatic,2
2010,17.58,20.93,72168,CNG,Individual,Manual,1
2009,11.17,16.51,35630,Petrol,Dealer,Automatic,0
2014,25.53,32.38,182457,Petrol,Individual,Manual,1
2021,15.97,22.39,5711,Diesel,Trustmark Dealer,Automatic,0
2009,2.33,5.53,162943,Petrol,Dealer,Manual,0
2012,38.44,45.88,3457,CNG,Dealer,Manual,0
2018,17.05,39.15,77732,,Dealer,Automatic,2
2005,3.45,3.76,79375,Diesel,Individual,Manual,0
2012,13.86,26.73,40467,Petrol,Individual,Manual,1
2008,,5.09,145239,Diesel,Dealer,Manual,0
2020,18.28,42.03,8157,Petrol,Dealer,Automatic,1
2020,27.69,31.04,111357,Petrol,Individual,Manual,1
2007,8.87,9.45,3714,Petrol,Individual,Manual,0
2023,0.97,2.02,28217,Petrol,Dealer,Manual,1
2009,1.43,2.55,41132,Diesel,Dealer,Manual,0
2004,10.57,25.86,97653,Diesel,Individual,Manual,0
2013,,36.98,81792,Petrol,Dealer,Manual,2
2015,3.95,6.92,57371,Petrol,,Manual,3
2007,8.57,11.84,57788,Petrol,Individual,Manual,0
2008,7.18,17.04,10583,Petrol,Dealer,Automatic,0
2016,9.28,11.69,43042,Diesel,Individual,Manual,0
2014,13.95,20.18,91405,Petrol,Individual,Manual,1
2006,22.7,28.42,78807,CNG,Dealer,Automatic,1
2008,28.83,34.56,69371,Diesel,Individual,Manual,0
2012,21.65,48.22,140085,,Individual,Manual,0
2020,33.46,46.61,79775,,Dealer,Manual,1
2017,21.92,28.94,161612,Petrol,Dealer,Automatic,0
2010,25.29,36.97,37973,Petrol,Individual,Automatic,0
2011,23.81,47.59,68690,Petrol,Individual,Automatic,0
2007,4.26,5.09,70459,Petrol,Individual,Manual,2
2012,1.21,1.28,32558,,Dealer,Automatic,0
2022,2.3,2.46,109350,,Trustmark Dealer,Manual,1
2008,23.67,28.6,41030,Diesel,Individual,Automatic,2
2018,24.18,38.38,37636,Petrol,Individual,Manual,0
2005,11.12,18.99,110528,,Individual,Manual,1
2012,12.13,27.72,191123,Petrol,,Manual,2
2013,16.54,26.3,64566,Petrol,Trustmark Dealer,Manual,0
2013,2.74,,52159,Petrol,Dealer,Manual,3
2019,9.05,16.76,198881,Diesel,Individual,Manual,0
2006,1.74,1.95,57025,Petrol,Individual,Manual,0
2006,,6.42,158752,Diesel,Individual,Manual,1
2019,37.59,40.78,110463,Diesel,Individual,Manual,0
2011,21.08,41.64,13434,Diesel,Individual,Manual,1
2021,36.09,40.3,194257,Diesel,Trustmark Dealer,Automatic,0
2007,17.49,36.61,47096,Petrol,Trustmark Dealer,Manual,1
2008,27.08,39.87,48471,CNG,Dealer,Manual,0
2005,25.55,33.88,57004,CNG,Dealer,Manual,0
2003,22.13,33.82,172651,Diesel,Individual,Automatic,1
2022,31.12,33.7,11487,Petrol,Trustmark Dealer,Manual,0
2018,15.28,,76925,Petrol,,Manual,1
2013,12.97,18.8,192700,Diesel,Dealer,Automatic,3
2015,16.24,,180205,Diesel,Individual,Manual,0
2012,13.58,15.63,97925,Diesel,Dealer,Manual,2
2005,17.31,27.6,114500,Diesel,Individual,Manual,0
2011,17.46,22.23,10610,Petrol,Dealer,Manual,2
2014,11.28,14.55,54551,Petrol,Individual,Manual,2
2016,37.64,48.76,14869,Diesel,Trustmark Dealer,Manual,0
2003,9.29,13.68,89466,,Individual,Automatic,0
2020,8.93,16.16,181026,Diesel,Dealer,Manual,1
2019,6.63,8.92,23979,Diesel,Individual,Manual,2
2011,38.39,41.33,12492,Petrol,Dealer,Manual,0
2011,25.54,,116381,Petrol,Individual,Manual,0
2012,14.27,31.04,61920,Diesel,Individual,Manual,0
2021,170.10000000000002,,113784,Petrol,Individual,Automatic,1
2017,12.0,,95257,Petrol,Trustmark Dealer,Manual,0
2007,8.67,10.49,24409,Diesel,Dealer,Manual,1
2017,6.14,10.72,117443,Diesel,Trustmark Dealer,Automatic,0
2022,28.99,36.9,197234,Diesel,Dealer,Manual,2
2004,28.37,31.09,156149,Petrol,Individual,Manual,0
2015,7.25,11.11,61428,Petrol,Dealer,Manual,3
2018,4.33,8.11,27455,Diesel,Dealer,Manual,0
2017,6.25,6.91,159457,Petrol,Individual,Manual,0
2012,20.95,31.76,132919,Petrol,Dealer,Manual,0
2016,0.63,1.01,77699,Petrol,Dealer,Manual,0
2012,1.13,1.9,54213,Petrol,Dealer,Automatic,1
2016,12.71,20.09,116883,Petrol,Individual,Manual,1
2011,26.88,34.88,141776,Petrol,Dealer,Automatic,1
2016,22.39,35.06,176934,Petrol,Individual,Manual,3
2005,12.77,22.08,32849,CNG,Individual,Automatic,0
2022,28.2,34.86,72868,Petrol,Individual,Manual,3
2018,13.57,26.53,123842,Petrol,Dealer,Manual,0
2004,24.98,48.87,137720,Petrol,,Manual,1
2012,7.02,8.96,32793,Petrol,Individual,Automatic,0
2005,26.68,30.43,86240,CNG,Individual,Manual,0
2013,13.35,25.07,85377,Diesel,Individual,Manual,0
2013,53.2,10.53,4450,Diesel,Dealer,Manual,2
2023,29.02,37.75,9418,Diesel,Individual,Manual,1
2023,10.75,14.5,180790,CNG,Dealer,Manual,0
2015,12.73,19.7,35575,Petrol,Dealer,Manual,2
2009,8.77,19.37,131576,Petrol,Dealer,Manual,2
2019,,,98260,Petrol,Individual,Automatic,0
2004,18.29,22.1,115009,Petrol,Individual,Manual,2
2014,15.69,,34186,Diesel,Trustmark Dealer,Manual,0
2012,32.67,37.47,27451,Petrol,Trustmark Dealer,Manual,1
2020,27.56,38.49,4155,Diesel,Trustmark Dealer,Manual,0
2013,6.49,,141182,Petrol,Dealer,Manual,0
2018,27.46,30.05,30448,Petrol,Individual,Automatic,1
2019,22.03,44.91,127934,Petrol,Individual,Manual,0
2021,4.42,6.33,129529,Diesel,Individual,Manual,0
2020,10.44,24.17,130244,Diesel,Dealer,Automatic,1
2005,22.56,37.77,46231,CNG,Dealer,Automatic,1
2023,14.91,30.96,36399,Diesel,Individual,Manual,1
2018,2.98,5.93,152130,Petrol,Trustmark Dealer,Automatic,1
2008,18.68,20.43,73404,Petrol,Individual,Manual,0
2014,19.02,25.85,49698,Diesel,Dealer,Manual,0
2013,44.36,49.8,46379,Diesel,Trustmark Dealer,Automatic,2
2017,6.28,9.75,98275,Petrol,Dealer,Automatic,1
2017,35.81,49.14,135884,Petrol,Trustmark Dealer,Manual,0
2018,8.11,19.43,149342,Petrol,,Manual,1
2012,7.12,,24978,Petrol,Individual,Automatic,0
2014,15.12,21.29,12531,CNG,Individual,Manual,0
2015,12.72,31.09,29783,Diesel,Individual,Manual,0
2006,9.56,11.46,192091,,Individual,Automatic,1
